event_id,event_type,city,venue_type,music_genre,target_audience,day_of_week,start_time,ticket_price,capacity,tickets_sold,occupancy_rate,sales_start_days_before,promotion_strategy,main_sales_channel,drinks_included,weather,competing_events,result,business_notes
132,Noche comercial,Valencia,Discoteca,Techno,Universitarios,Domingo,16:00,17,600,442,0.74,30,Descuento early bird,Web ticketing,2,Nublado,1,Buen resultado,WhatsApp fue el canal más efectivo
133,Fiesta techno,Madrid,Sala de conciertos,Indie,Jóvenes 18-25,Domingo,00:00,21,1000,737,0.74,14,Sorteo de entradas,WhatsApp,2,Nublado,1,Buen resultado,Faltó campaña de urgencia en últimos días
134,Pool party,Sevilla,Sala de conciertos,Pop,Público general,Sábado,20:00,20,1500,936,0.62,21,Campaña Instagram,WhatsApp,0,Lluvia,2,Resultado medio,Faltó campaña de urgencia en últimos días
135,Fiesta reggaeton,Madrid,Beach club,Urbano,Jóvenes 25-35,Sábado,18:00,15,400,319,0.8,21,RRPP universitarios,WhatsApp,2,Soleado,1,Buen resultado,WhatsApp fue el canal más efectivo
136,Concierto pop,Madrid,Terraza,Indie,Jóvenes 18-25,Viernes,16:00,30,300,204,0.68,30,Promoción grupos,Wegow,0,Calor,0,Resultado medio,Promoción por grupos funcionó muy bien
137,Fiesta reggaeton,Córdoba,Terraza,Comercial,Jóvenes 25-35,Jueves,20:00,17,1500,929,0.62,45,RRPP universitarios,RRPP,1,Calor,0,Resultado medio,Faltó campaña de urgencia en últimos días
138,Festival urbano,Valencia,Discoteca,Latino,Universitarios,Viernes,16:00,32,1200,1185,0.99,10,Preventa por tramos,Instagram,0,Frío,0,Sold out o casi sold out,Faltó campaña de urgencia en últimos días
139,Tardeo universitario,Granada,Beach club,Indie,Universitarios,Sábado,20:00,15,500,368,0.74,21,Comunidad WhatsApp,Web ticketing,1,Calor,2,Buen resultado,Ventas lentas al inicio y aceleración final
140,Fiesta techno,Valencia,Recinto exterior,Comercial,Jóvenes 18-25,Viernes,22:00,16,600,388,0.65,30,Preventa por tramos,Fourvenues,2,Lluvia,1,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
141,Afterwork,Granada,Discoteca,Urbano,Universitarios,Viernes,20:00,12,800,594,0.74,10,RRPP universitarios,Web ticketing,0,Lluvia,0,Buen resultado,Faltó campaña de urgencia en últimos días
142,Festival urbano,Madrid,Beach club,Reggaeton,Jóvenes 18-25,Sábado,16:00,32,500,325,0.65,45,Campaña Instagram,RRPP,1,Soleado,1,Resultado medio,Faltó campaña de urgencia en últimos días
143,Festival urbano,Granada,Beach club,Techno,Erasmus,Viernes,00:00,32,1000,724,0.72,45,Colaboración con influencers locales,Instagram,2,Frío,2,Buen resultado,WhatsApp fue el canal más efectivo
144,Concierto pop,Sevilla,Beach club,Latino,Universitarios,Domingo,18:00,28,2000,1472,0.74,10,Descuento early bird,RRPP,0,Calor,0,Buen resultado,Precio demasiado alto para el público objetivo
145,Evento indie,Madrid,Recinto exterior,Reggaeton,Erasmus,Domingo,00:00,21,500,399,0.8,21,Promoción grupos,Wegow,1,Frío,0,Buen resultado,Buena respuesta de comunidad universitaria
146,Pool party,Valencia,Terraza,Comercial,Universitarios,Domingo,16:00,22,300,261,0.87,14,Comunidad WhatsApp,RRPP,0,Nublado,2,Buen resultado,La competencia afectó a las ventas
147,Fiesta reggaeton,Córdoba,Discoteca,Pop,Jóvenes 25-35,Viernes,18:00,17,1500,690,0.46,21,RRPP universitarios,Fourvenues,1,Frío,1,Resultado flojo,La competencia afectó a las ventas
148,Evento indie,Málaga,Sala de conciertos,Indie,Jóvenes 25-35,Viernes,18:00,20,2000,1179,0.59,30,Campaña Instagram,RRPP,1,Soleado,1,Resultado medio,Promoción por grupos funcionó muy bien
149,Pool party,Granada,Sala de conciertos,Pop,Erasmus,Jueves,22:00,18,600,342,0.57,7,Preventa por tramos,Fourvenues,0,Frío,2,Resultado medio,Buena respuesta de comunidad universitaria
150,Noche comercial,Valencia,Discoteca,Techno,Universitarios,Domingo,20:00,18,500,283,0.57,14,Colaboración con influencers locales,Instagram,0,Calor,0,Resultado medio,Evento con alta ocupación y buen margen
151,Noche comercial,Madrid,Terraza,Techno,Jóvenes 18-25,Viernes,00:00,18,2000,1311,0.66,45,Campaña Instagram,Web ticketing,0,Lluvia,1,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
152,Pool party,Málaga,Terraza,Comercial,Jóvenes 25-35,Sábado,20:00,23,500,260,0.52,21,Sorteo de entradas,Web ticketing,1,Nublado,1,Resultado medio,Promoción por grupos funcionó muy bien
153,Fiesta techno,Córdoba,Discoteca,Indie,Jóvenes 25-35,Domingo,16:00,23,1000,881,0.88,7,RRPP universitarios,Web ticketing,0,Nublado,1,Buen resultado,Alta conversión por RRPP
154,Afterwork,Valencia,Sala de conciertos,Reggaeton,Jóvenes 18-25,Domingo,20:00,8,2000,1248,0.62,21,Preventa por tramos,RRPP,2,Nublado,2,Resultado medio,Alta conversión por RRPP
155,Tardeo universitario,Sevilla,Sala de conciertos,Comercial,Universitarios,Domingo,22:00,10,1200,828,0.69,30,Campaña Instagram,Fourvenues,0,Calor,2,Resultado medio,Faltó campaña de urgencia en últimos días
156,Pool party,Madrid,Terraza,Pop,Jóvenes 18-25,Sábado,00:00,18,1000,656,0.66,14,Colaboración con influencers locales,Web ticketing,1,Soleado,2,Resultado medio,Buena respuesta de comunidad universitaria
157,Concierto pop,Valencia,Sala de conciertos,Reggaeton,Jóvenes 18-25,Domingo,20:00,28,1200,803,0.67,10,Comunidad WhatsApp,Instagram,0,Nublado,1,Resultado medio,Alta conversión por RRPP
158,Pool party,Valencia,Recinto exterior,Urbano,Erasmus,Sábado,16:00,25,2000,1363,0.68,7,RRPP universitarios,Instagram,0,Calor,1,Resultado medio,Ventas lentas al inicio y aceleración final
159,Tardeo universitario,Córdoba,Sala de conciertos,Latino,Erasmus,Jueves,22:00,9,1000,918,0.92,30,RRPP universitarios,RRPP,1,Nublado,2,Sold out o casi sold out,Evento con alta ocupación y buen margen
160,Pool party,Málaga,Discoteca,Indie,Público general,Domingo,18:00,20,2000,1642,0.82,7,Preventa por tramos,RRPP,1,Calor,2,Buen resultado,Instagram generó visibilidad pero pocas ventas directas
161,Fiesta reggaeton,Málaga,Beach club,Techno,Erasmus,Viernes,20:00,17,1000,632,0.63,21,Comunidad WhatsApp,WhatsApp,0,Lluvia,1,Resultado medio,Promoción por grupos funcionó muy bien
162,Fiesta reggaeton,Valencia,Discoteca,Reggaeton,Jóvenes 25-35,Domingo,20:00,20,300,147,0.49,10,Sorteo de entradas,Wegow,2,Frío,0,Resultado flojo,Instagram generó visibilidad pero pocas ventas directas
163,Noche comercial,Málaga,Beach club,Reggaeton,Erasmus,Viernes,20:00,18,800,663,0.83,30,Colaboración con influencers locales,WhatsApp,2,Soleado,0,Buen resultado,Precio demasiado alto para el público objetivo
164,Tardeo universitario,Sevilla,Beach club,Techno,Jóvenes 25-35,Jueves,16:00,17,1200,823,0.69,30,Comunidad WhatsApp,Instagram,2,Calor,0,Resultado medio,Precio demasiado alto para el público objetivo
165,Afterwork,Valencia,Terraza,Reggaeton,Universitarios,Domingo,22:00,12,3000,794,0.26,14,Campaña Instagram,RRPP,2,Lluvia,2,Resultado flojo,Faltó campaña de urgencia en últimos días
166,Pool party,Sevilla,Terraza,Indie,Jóvenes 25-35,Domingo,16:00,23,400,367,0.92,14,RRPP universitarios,Fourvenues,1,Calor,2,Sold out o casi sold out,Ventas lentas al inicio y aceleración final
167,Festival urbano,Sevilla,Recinto exterior,Comercial,Erasmus,Domingo,18:00,32,800,664,0.83,14,Descuento early bird,WhatsApp,0,Soleado,0,Buen resultado,Ventas lentas al inicio y aceleración final
168,Fiesta reggaeton,Sevilla,Recinto exterior,Urbano,Público general,Domingo,16:00,18,400,324,0.81,30,Promoción grupos,RRPP,2,Soleado,1,Buen resultado,Instagram generó visibilidad pero pocas ventas directas
169,Festival urbano,Córdoba,Recinto exterior,Latino,Universitarios,Viernes,18:00,30,800,613,0.77,14,RRPP universitarios,Fourvenues,0,Frío,0,Buen resultado,Ventas lentas al inicio y aceleración final
170,Fiesta Erasmus,Granada,Recinto exterior,Pop,Jóvenes 25-35,Jueves,18:00,15,1500,821,0.55,30,Descuento early bird,WhatsApp,2,Nublado,2,Resultado medio,Ventas lentas al inicio y aceleración final
171,Festival urbano,Málaga,Recinto exterior,Pop,Público general,Domingo,22:00,28,3000,1080,0.36,14,Descuento early bird,Web ticketing,2,Lluvia,1,Resultado flojo,Promoción por grupos funcionó muy bien
172,Evento indie,Sevilla,Recinto exterior,Pop,Jóvenes 18-25,Domingo,18:00,15,1000,449,0.45,30,Campaña Instagram,WhatsApp,1,Frío,1,Resultado flojo,La competencia afectó a las ventas
173,Afterwork,Málaga,Recinto exterior,Comercial,Erasmus,Domingo,18:00,8,1500,932,0.62,45,Comunidad WhatsApp,Fourvenues,2,Soleado,1,Resultado medio,Faltó campaña de urgencia en últimos días
174,Fiesta Erasmus,Córdoba,Discoteca,Urbano,Público general,Domingo,00:00,9,2000,1601,0.8,14,Sorteo de entradas,Wegow,1,Calor,2,Buen resultado,La competencia afectó a las ventas
175,Fiesta reggaeton,Málaga,Sala de conciertos,Comercial,Jóvenes 18-25,Viernes,00:00,12,400,239,0.6,7,Preventa por tramos,Wegow,1,Frío,1,Resultado medio,La competencia afectó a las ventas
176,Afterwork,Madrid,Beach club,Techno,Jóvenes 25-35,Sábado,22:00,10,500,370,0.74,7,Sorteo de entradas,Web ticketing,2,Calor,2,Buen resultado,Faltó campaña de urgencia en últimos días
177,Fiesta reggaeton,Málaga,Sala de conciertos,Pop,Jóvenes 18-25,Sábado,20:00,12,1500,1141,0.76,21,Colaboración con influencers locales,Instagram,1,Calor,1,Buen resultado,WhatsApp fue el canal más efectivo
178,Fiesta reggaeton,Granada,Discoteca,Latino,Universitarios,Jueves,00:00,18,600,483,0.81,10,Descuento early bird,Fourvenues,0,Soleado,2,Buen resultado,Alta conversión por RRPP
179,Fiesta Erasmus,Córdoba,Sala de conciertos,Latino,Jóvenes 25-35,Viernes,16:00,10,3000,2148,0.72,21,RRPP universitarios,Fourvenues,0,Frío,1,Buen resultado,Instagram generó visibilidad pero pocas ventas directas
180,Concierto pop,Sevilla,Terraza,Latino,Universitarios,Jueves,20:00,25,400,300,0.75,45,RRPP universitarios,WhatsApp,1,Lluvia,0,Buen resultado,La competencia afectó a las ventas
181,Noche comercial,Córdoba,Beach club,Urbano,Público general,Jueves,20:00,18,800,393,0.49,30,Descuento early bird,WhatsApp,0,Frío,2,Resultado flojo,Precio demasiado alto para el público objetivo
182,Fiesta reggaeton,Sevilla,Terraza,Reggaeton,Erasmus,Sábado,00:00,18,500,355,0.71,21,RRPP universitarios,Wegow,2,Frío,1,Buen resultado,WhatsApp fue el canal más efectivo
183,Fiesta techno,Madrid,Sala de conciertos,Urbano,Jóvenes 18-25,Viernes,00:00,15,1000,638,0.64,21,RRPP universitarios,WhatsApp,0,Frío,2,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
184,Afterwork,Valencia,Recinto exterior,Urbano,Jóvenes 25-35,Domingo,00:00,8,300,139,0.46,14,Colaboración con influencers locales,Web ticketing,2,Nublado,0,Resultado flojo,Promoción por grupos funcionó muy bien
185,Festival urbano,Sevilla,Recinto exterior,Indie,Jóvenes 25-35,Jueves,16:00,35,300,207,0.69,21,Promoción grupos,WhatsApp,2,Calor,1,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
186,Concierto pop,Granada,Discoteca,Urbano,Jóvenes 18-25,Sábado,22:00,30,3000,2851,0.95,14,Promoción grupos,Web ticketing,0,Soleado,0,Sold out o casi sold out,Evento con alta ocupación y buen margen
187,Fiesta techno,Madrid,Sala de conciertos,Latino,Erasmus,Viernes,20:00,21,3000,2195,0.73,10,Preventa por tramos,Wegow,1,Lluvia,2,Buen resultado,Faltó campaña de urgencia en últimos días
188,Noche comercial,Granada,Beach club,Comercial,Universitarios,Viernes,22:00,13,500,302,0.6,10,Sorteo de entradas,RRPP,0,Lluvia,2,Resultado medio,Promoción por grupos funcionó muy bien
189,Pool party,Sevilla,Beach club,Comercial,Jóvenes 18-25,Domingo,22:00,23,1200,706,0.59,45,Sorteo de entradas,Web ticketing,0,Soleado,2,Resultado medio,Alta conversión por RRPP
190,Pool party,Granada,Beach club,Reggaeton,Universitarios,Domingo,20:00,18,1200,581,0.48,21,Descuento early bird,RRPP,0,Calor,1,Resultado flojo,Faltó campaña de urgencia en últimos días
191,Afterwork,Madrid,Sala de conciertos,Indie,Jóvenes 25-35,Sábado,22:00,7,300,237,0.79,10,Preventa por tramos,RRPP,1,Soleado,2,Buen resultado,Buena respuesta de comunidad universitaria
192,Concierto pop,Valencia,Sala de conciertos,Comercial,Jóvenes 18-25,Viernes,20:00,30,1000,502,0.5,45,Comunidad WhatsApp,RRPP,0,Lluvia,1,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
193,Concierto pop,Córdoba,Discoteca,Comercial,Universitarios,Jueves,20:00,28,600,403,0.67,45,Campaña Instagram,Web ticketing,2,Soleado,0,Resultado medio,Buena respuesta de comunidad universitaria
194,Fiesta reggaeton,Córdoba,Sala de conciertos,Urbano,Universitarios,Viernes,18:00,15,1000,721,0.72,10,Sorteo de entradas,RRPP,1,Soleado,0,Buen resultado,Precio demasiado alto para el público objetivo
195,Fiesta reggaeton,Madrid,Beach club,Reggaeton,Público general,Viernes,16:00,17,500,421,0.84,30,Colaboración con influencers locales,WhatsApp,2,Nublado,2,Buen resultado,Promoción por grupos funcionó muy bien
196,Fiesta reggaeton,Sevilla,Discoteca,Indie,Jóvenes 25-35,Sábado,20:00,13,400,300,0.75,30,Sorteo de entradas,WhatsApp,1,Nublado,0,Buen resultado,Evento con alta ocupación y buen margen
197,Tardeo universitario,Valencia,Terraza,Techno,Público general,Viernes,16:00,9,1200,839,0.7,10,Sorteo de entradas,WhatsApp,1,Soleado,0,Buen resultado,Evento con alta ocupación y buen margen
198,Afterwork,Málaga,Terraza,Pop,Erasmus,Domingo,20:00,7,1500,1190,0.79,7,Sorteo de entradas,WhatsApp,0,Calor,2,Buen resultado,Buena respuesta de comunidad universitaria
199,Concierto pop,Málaga,Discoteca,Latino,Jóvenes 25-35,Sábado,20:00,28,2000,1152,0.58,30,Sorteo de entradas,Web ticketing,2,Frío,0,Resultado medio,Ventas lentas al inicio y aceleración final
200,Fiesta reggaeton,Madrid,Sala de conciertos,Latino,Erasmus,Sábado,22:00,20,1200,610,0.51,10,Sorteo de entradas,Wegow,2,Soleado,1,Resultado medio,Ventas lentas al inicio y aceleración final
201,Fiesta reggaeton,Córdoba,Beach club,Indie,Universitarios,Sábado,00:00,13,300,300,1.0,21,RRPP universitarios,RRPP,0,Soleado,2,Sold out o casi sold out,La competencia afectó a las ventas
202,Festival urbano,Sevilla,Terraza,Techno,Jóvenes 18-25,Jueves,22:00,30,400,363,0.91,45,Preventa por tramos,WhatsApp,2,Frío,1,Sold out o casi sold out,Ventas lentas al inicio y aceleración final
203,Pool party,Madrid,Terraza,Reggaeton,Jóvenes 25-35,Viernes,16:00,18,400,221,0.55,45,Descuento early bird,Instagram,2,Lluvia,0,Resultado medio,Buena respuesta de comunidad universitaria
204,Concierto pop,Málaga,Recinto exterior,Pop,Jóvenes 25-35,Viernes,20:00,23,1200,832,0.69,14,RRPP universitarios,RRPP,2,Calor,2,Resultado medio,Alta conversión por RRPP
205,Fiesta reggaeton,Madrid,Terraza,Reggaeton,Público general,Jueves,20:00,17,400,382,0.95,14,RRPP universitarios,Instagram,1,Calor,0,Sold out o casi sold out,Faltó campaña de urgencia en últimos días
206,Fiesta reggaeton,Madrid,Recinto exterior,Reggaeton,Jóvenes 18-25,Viernes,18:00,17,600,399,0.67,14,Comunidad WhatsApp,Wegow,2,Lluvia,2,Resultado medio,WhatsApp fue el canal más efectivo
207,Afterwork,Sevilla,Sala de conciertos,Reggaeton,Jóvenes 25-35,Jueves,20:00,10,300,248,0.83,7,Campaña Instagram,Wegow,2,Lluvia,2,Buen resultado,Instagram generó visibilidad pero pocas ventas directas
208,Fiesta reggaeton,Sevilla,Beach club,Techno,Jóvenes 25-35,Domingo,22:00,18,600,402,0.67,21,Preventa por tramos,Instagram,0,Lluvia,0,Resultado medio,Alta conversión por RRPP
209,Fiesta reggaeton,Madrid,Discoteca,Indie,Erasmus,Domingo,22:00,13,500,390,0.78,14,Promoción grupos,Wegow,1,Calor,0,Buen resultado,Alta conversión por RRPP
210,Evento indie,Granada,Recinto exterior,Pop,Erasmus,Jueves,16:00,16,400,273,0.68,21,Campaña Instagram,Instagram,0,Calor,0,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
211,Afterwork,Granada,Sala de conciertos,Urbano,Jóvenes 18-25,Domingo,20:00,15,800,657,0.82,45,Comunidad WhatsApp,RRPP,2,Soleado,0,Buen resultado,Promoción por grupos funcionó muy bien
212,Fiesta techno,Málaga,Sala de conciertos,Pop,Jóvenes 25-35,Jueves,22:00,21,1500,1267,0.84,45,Comunidad WhatsApp,WhatsApp,1,Nublado,0,Buen resultado,Ventas lentas al inicio y aceleración final
213,Fiesta reggaeton,Sevilla,Discoteca,Reggaeton,Universitarios,Viernes,16:00,18,400,251,0.63,30,RRPP universitarios,Instagram,2,Frío,1,Resultado medio,Ventas lentas al inicio y aceleración final
214,Fiesta reggaeton,Sevilla,Recinto exterior,Latino,Erasmus,Jueves,22:00,18,500,420,0.84,21,Descuento early bird,RRPP,0,Soleado,1,Buen resultado,Instagram generó visibilidad pero pocas ventas directas
215,Tardeo universitario,Córdoba,Recinto exterior,Techno,Jóvenes 18-25,Viernes,22:00,15,300,158,0.53,30,RRPP universitarios,WhatsApp,0,Lluvia,1,Resultado medio,Faltó campaña de urgencia en últimos días
216,Fiesta Erasmus,Madrid,Recinto exterior,Reggaeton,Universitarios,Sábado,16:00,10,2000,2000,1.0,45,Sorteo de entradas,Instagram,2,Frío,0,Sold out o casi sold out,La competencia afectó a las ventas
217,Fiesta Erasmus,Valencia,Terraza,Urbano,Público general,Domingo,16:00,10,800,407,0.51,7,Descuento early bird,Wegow,1,Calor,1,Resultado medio,Promoción por grupos funcionó muy bien
218,Festival urbano,Málaga,Recinto exterior,Indie,Jóvenes 18-25,Viernes,00:00,33,800,478,0.6,45,RRPP universitarios,RRPP,0,Nublado,2,Resultado medio,Promoción por grupos funcionó muy bien
219,Fiesta Erasmus,Granada,Sala de conciertos,Techno,Erasmus,Sábado,22:00,15,1000,601,0.6,30,Descuento early bird,Wegow,2,Soleado,2,Resultado medio,Promoción por grupos funcionó muy bien
220,Afterwork,Granada,Sala de conciertos,Urbano,Universitarios,Jueves,18:00,12,2000,1371,0.69,7,Preventa por tramos,Instagram,0,Calor,0,Resultado medio,Evento con alta ocupación y buen margen
221,Fiesta techno,Granada,Sala de conciertos,Latino,Jóvenes 18-25,Jueves,22:00,21,400,400,1.0,14,Preventa por tramos,Instagram,0,Calor,2,Sold out o casi sold out,Alta conversión por RRPP
222,Noche comercial,Málaga,Terraza,Pop,Jóvenes 18-25,Viernes,20:00,13,1000,1000,1.0,45,RRPP universitarios,Fourvenues,1,Frío,2,Sold out o casi sold out,Evento con alta ocupación y buen margen
223,Concierto pop,Valencia,Beach club,Latino,Erasmus,Domingo,16:00,30,300,154,0.51,30,Comunidad WhatsApp,Fourvenues,0,Lluvia,0,Resultado medio,Evento con alta ocupación y buen margen
224,Fiesta techno,Madrid,Terraza,Latino,Público general,Viernes,16:00,16,400,384,0.96,14,Promoción grupos,Web ticketing,2,Nublado,1,Sold out o casi sold out,Precio demasiado alto para el público objetivo
225,Evento indie,Córdoba,Discoteca,Pop,Erasmus,Viernes,18:00,15,300,221,0.74,21,Promoción grupos,WhatsApp,2,Lluvia,0,Buen resultado,Instagram generó visibilidad pero pocas ventas directas
226,Fiesta Erasmus,Córdoba,Recinto exterior,Pop,Público general,Domingo,20:00,10,600,334,0.56,21,Promoción grupos,Web ticketing,2,Calor,2,Resultado medio,Buena respuesta de comunidad universitaria
227,Tardeo universitario,Granada,Terraza,Reggaeton,Universitarios,Sábado,22:00,9,2000,1794,0.9,14,RRPP universitarios,Web ticketing,0,Nublado,2,Sold out o casi sold out,Evento con alta ocupación y buen margen
228,Tardeo universitario,Córdoba,Sala de conciertos,Indie,Jóvenes 25-35,Viernes,20:00,17,1200,1057,0.88,30,Preventa por tramos,RRPP,0,Lluvia,0,Buen resultado,La competencia afectó a las ventas
229,Festival urbano,Granada,Sala de conciertos,Reggaeton,Universitarios,Domingo,22:00,27,1200,914,0.76,14,Colaboración con influencers locales,Instagram,0,Soleado,1,Buen resultado,Evento con alta ocupación y buen margen
230,Concierto pop,Málaga,Discoteca,Techno,Erasmus,Sábado,22:00,27,1500,903,0.6,45,Promoción grupos,Web ticketing,1,Soleado,1,Resultado medio,La competencia afectó a las ventas
